dt,sunrise,sunset,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,rain,uvi,snow,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,weather_id,weather_main,weather_description,city_name
2023-02-28 12:00:00,2023-02-28 07:19:03,2023-02-28 18:18:20,1015,49,-5.01,5.25,63,9.88,89,0.0,,3.0,,5.3,-1.81,5.3,0.63,2.11,-1.81,2.04,-0.96,-0.73,-6.79,804.0,Clouds,overcast clouds,Besançon
2023-02-22 12:00:00,2023-02-22 07:34:00,2023-02-22 18:13:06,1015,82,7.15,4.15,190,7.08,100,1.0,3.59,0.73,,10.46,6.04,11.52,7.98,8.72,6.21,9.7,6.76,6.96,4.7,501.0,Rain,moderate rain,Dijon
2023-02-23 12:00:00,2023-02-23 07:32:13,2023-02-23 18:14:38,1014,78,7.77,2.28,75,3.93,100,0.37,1.17,1.53,,11.73,7.29,12.78,7.7,10.68,7.73,11.0,6.7,10.02,7.73,500.0,Rain,light rain,Dijon
2023-02-24 12:00:00,2023-02-24 07:30:26,2023-02-24 18:16:09,1008,70,6.9,4.18,359,7.33,79,0.83,8.59,1.83,,12.51,5.0,13.88,5.0,9.4,5.72,11.64,1.94,8.18,5.72,501.0,Rain,moderate rain,Dijon
2023-02-25 12:00:00,2023-02-25 07:28:37,2023-02-25 18:17:40,1011,58,-2.37,6.95,31,14.25,49,0.79,,2.05,,5.56,1.89,6.88,1.89,4.53,4.13,1.56,-3.42,0.14,1.1,802.0,Clouds,scattered clouds,Dijon
2023-02-26 12:00:00,2023-02-26 07:26:47,2023-02-26 18:19:10,1015,44,-8.35,9.91,38,16.05,6,0.0,,2.08,,3.04,-0.89,4.73,-0.27,2.03,-0.27,-2.91,-7.13,-4.18,-6.45,800.0,Clear,clear sky,Dijon
2023-02-27 12:00:00,2023-02-27 07:24:56,2023-02-27 18:20:41,1021,42,-7.95,9.22,42,15.67,46,0.0,,3.0,,4.18,-2.06,4.62,-0.34,1.18,-1.91,-0.99,-5.93,-4.12,-8.91,802.0,Clouds,scattered clouds,Dijon
2023-02-28 12:00:00,2023-02-28 07:23:05,2023-02-28 18:22:11,1016,51,-4.98,6.03,46,12.09,76,0.0,,3.0,,4.51,-1.69,4.97,0.31,1.62,-1.28,0.6,-2.57,-0.47,-6.76,803.0,Clouds,broken clouds,Dijon
2023-02-22 12:00:00,2023-02-22 07:27:34,2023-02-22 18:10:51,1016,69,4.63,1.78,237,2.92,100,0.76,0.37,1.57,,11.64,6.9,11.89,8.45,8.34,6.9,10.66,8.45,8.34,6.3,500.0,Rain,light rain,Annecy
2023-02-23 12:00:00,2023-02-23 07:25:52,2023-02-23 18:12:17,1013,64,4.55,1.48,337,1.88,99,0.38,0.38,1.85,,12.62,7.93,13.56,8.79,10.09,8.1,11.61,8.79,9.3,8.1,500.0,Rain,light rain,Annecy
2023-02-24 12:00:00,2023-02-24 07:24:09,2023-02-24 18:13:44,1007,59,4.45,1.94,238,4.16,50,0.92,2.78,2.24,,13.73,6.87,15.06,8.64,10.37,7.04,12.7,8.64,9.58,7.04,500.0,Rain,light rain,Annecy
2023-02-25 12:00:00,2023-02-25 07:22:25,2023-02-25 18:15:09,1005,75,2.55,3.53,3,6.77,95,0.96,3.89,2.08,,8.33,3.83,8.37,3.83,5.21,6.88,6.19,1.01,2.47,6.88,501.0,Rain,moderate rain,Annecy
2023-02-26 12:00:00,2023-02-26 07:20:40,2023-02-26 18:16:35,1008,57,-5.65,4.65,3,7.53,73,0.26,,1.77,,3.59,0.17,4.04,0.17,1.0,0.3,-0.18,-3.83,-3.19,-3.96,803.0,Clouds,broken clouds,Annecy
2023-02-27 12:00:00,2023-02-27 07:18:55,2023-02-27 18:18:00,1017,68,-3.51,3.46,4,5.74,100,0.68,,2.0,3.57,3.38,-1.71,4.87,-1.71,-0.4,-1.08,0.75,-1.71,-1.94,-4.03,601.0,Snow,snow,Annecy
2023-02-28 12:00:00,2023-02-28 07:17:08,2023-02-28 18:19:25,1014,66,-2.96,2.2,18,3.68,100,0.01,,2.0,,4.48,-1.44,4.89,-0.92,0.05,-1.44,2.76,-0.92,0.05,-4.38,804.0,Clouds,overcast clouds,Annecy
2023-02-22 12:00:00,2023-02-22 07:28:07,2023-02-22 18:13:26,1016,64,4.52,1.32,163,2.19,100,0.42,0.27,1.52,,14.07,8.62,14.07,9.67,10.91,8.64,13.2,9.67,10.3,8.64,500.0,Rain,light rain,Grenoble
2023-02-23 12:00:00,2023-02-23 07:26:28,2023-02-23 18:14:50,1012,56,4.07,1.31,151,2.06,97,0.75,2.15,1.97,,15.4,8.07,16.28,10.65,12.42,8.94,14.46,10.09,11.78,8.94,500.0,Rain,light rain,Grenoble
2023-02-24 12:00:00,2023-02-24 07:24:48,2023-02-24 18:16:14,1007,51,3.55,3.1,199,4.36,38,0.69,0.74,2.36,,16.41,8.22,16.41,10.39,12.19,8.42,15.44,9.94,11.48,8.03,500.0,Rain,light rain,Grenoble
2023-02-25 12:00:00,2023-02-25 07:23:06,2023-02-25 18:17:37,1006,96,3.56,2.26,347,4.74,100,0.7,2.31,0.85,,7.12,5.42,10.14,5.42,7.46,7.73,6.04,3.82,6.01,6.76,500.0,Rain,light rain,Grenoble
2023-02-26 12:00:00,2023-02-26 07:21:24,2023-02-26 18:19:00,1008,71,-4.42,3.38,353,5.26,100,0.63,,2.28,1.22,3.17,0.67,4.95,0.67,3.25,2.29,0.1,0.67,1.17,-0.56,601.0,Snow,snow,Grenoble
2023-02-27 12:00:00,2023-02-27 07:19:40,2023-02-27 18:20:23,1015,68,-2.12,2.53,315,3.13,100,1.0,0.64,3.0,6.72,6.06,0.27,6.06,2.13,2.16,0.35,4.26,2.13,2.16,0.35,616.0,Snow,rain and snow,Grenoble
2023-02-28 12:00:00,2023-02-28 07:17:56,2023-02-28 18:21:46,1014,78,-1.44,2.02,323,2.48,100,0.37,,3.0,0.26,4.87,0.05,4.87,1.65,2.88,0.05,3.21,1.65,2.88,-1.47,600.0,Snow,light snow,Grenoble
2023-02-22 12:00:00,2023-02-22 07:32:32,2023-02-22 18:16:14,1017,81,6.02,1.84,177,3.96,100,0.56,0.61,1.04,,9.73,7.8,10.71,9.8,10.55,8.41,9.73,9.8,9.96,8.41,500.0,Rain,light rain,Lyon
2023-02-23 12:00:00,2023-02-23 07:30:51,2023-02-23 18:17:41,1013,71,6.99,3.88,162,5.97,100,0.64,0.76,1.66,,12.63,7.94,15.34,10.4,12.59,8.14,11.8,9.69,11.76,8.14,500.0,Rain,light rain,Lyon
2023-02-24 12:00:00,2023-02-24 07:29:09,2023-02-24 18:19:06,1008,68,6.4,3.85,193,7.85,62,0.91,3.49,1.77,,12.62,7.45,14.77,9.0,10.69,7.71,11.71,7.74,9.93,7.71,501.0,Rain,moderate rain,Lyon
2023-02-25 12:00:00,2023-02-25 07:27:25,2023-02-25 18:20:32,1008,60,0.05,6.4,359,10.45,93,0.46,0.22,2.24,,7.84,4.05,8.67,4.05,5.7,5.82,4.66,0.46,2.44,3.51,500.0,Rain,light rain,Lyon
2023-02-26 12:00:00,2023-02-26 07:25:41,2023-02-26 18:21:57,1010,43,-5.92,7.8,1,14.47,52,0.0,,2.31,,6.23,0.58,6.47,1.84,3.45,0.58,1.83,-3.74,-1.54,-3.78,803.0,Clouds,broken clouds,Lyon
2023-02-27 12:00:00,2023-02-27 07:23:56,2023-02-27 18:23:22,1018,60,-3.68,6.64,350,12.19,100,0.78,,3.0,1.43,3.97,-0.99,5.75,0.98,3.01,-0.99,1.45,-1.94,-0.19,-5.63,600.0,Snow,light snow,Lyon
2023-02-28 12:00:00,2023-02-28 07:22:10,2023-02-28 18:24:46,1016,54,-4.46,2.32,356,3.58,98,0.1,,3.0,,4.59,0.14,5.48,2.35,3.61,0.14,2.87,2.35,3.61,-2.35,804.0,Clouds,overcast clouds,Lyon
2023-02-22 12:00:00,2023-02-22 07:23:48,2023-02-22 18:13:01,1017,60,3.36,2.14,199,2.18,96,0.35,0.53,2.83,,11.01,3.88,11.64,5.23,7.78,4.29,9.73,5.23,7.78,4.29,500.0,Rain,light rain,Gorges du Verdon
2023-02-23 12:00:00,2023-02-23 07:22:13,2023-02-23 18:14:21,1014,61,3.62,3.74,157,4.51,64,0.51,0.12,2.04,,10.89,3.21,11.07,5.39,7.04,3.37,9.63,3.61,5.07,2.13,500.0,Rain,light rain,Gorges du Verdon
2023-02-24 12:00:00,2023-02-24 07:20:37,2023-02-24 18:15:40,1010,60,2.49,4.07,143,6.0,94,0.44,,1.96,,10.13,3.72,11.64,4.8,7.78,3.79,8.77,4.8,6.21,1.58,804.0,Clouds,overcast clouds,Gorges du Verdon
2023-02-25 12:00:00,2023-02-25 07:19:00,2023-02-25 18:16:59,1000,40,-1.19,2.37,199,3.11,74,0.0,,2.72,,12.04,2.94,13.34,5.37,8.43,3.17,10.34,5.37,8.02,1.0,803.0,Clouds,broken clouds,Gorges du Verdon
2023-02-26 12:00:00,2023-02-26 07:17:22,2023-02-26 18:18:17,997,49,1.2,4.87,129,9.54,35,1.0,5.49,2.5,,11.87,1.37,11.87,1.37,4.31,3.85,10.39,-0.88,0.54,2.44,501.0,Rain,moderate rain,Gorges du Verdon
2023-02-27 12:00:00,2023-02-27 07:15:44,2023-02-27 18:19:36,1012,44,-6.96,4.43,94,6.18,100,1.0,0.16,3.0,0.9,4.29,-1.32,4.29,-0.58,0.13,-0.49,0.74,-0.58,0.13,-2.55,616.0,Snow,rain and snow,Gorges du Verdon
2023-02-28 12:00:00,2023-02-28 07:14:04,2023-02-28 18:20:53,1010,89,1.03,2.25,46,3.11,100,0.91,4.25,3.0,14.95,2.82,-2.25,3.02,1.05,0.75,-1.48,2.82,1.05,0.75,-3.43,616.0,Snow,rain and snow,Gorges du Verdon
2023-02-22 12:00:00,2023-02-22 07:22:57,2023-02-22 18:13:45,1018,67,7.75,2.52,165,2.45,81,0.3,0.15,2.9,,13.93,9.13,14.18,10.52,11.47,9.13,13.13,9.79,10.89,8.05,500.0,Rain,light rain,Bormes-les-Mimosas
2023-02-23 12:00:00,2023-02-23 07:21:24,2023-02-23 18:15:03,1015,67,7.57,5.47,96,8.47,79,0.07,,2.53,,13.61,8.95,13.82,11.02,11.74,9.0,12.78,10.5,10.98,7.42,803.0,Clouds,broken clouds,Bormes-les-Mimosas
2023-02-24 12:00:00,2023-02-24 07:19:50,2023-02-24 18:16:20,1010,76,9.38,7.07,80,9.7,100,0.29,0.2,2.07,,13.66,10.93,13.88,11.02,12.52,11.83,13.07,10.55,12.02,11.31,500.0,Rain,light rain,Bormes-les-Mimosas
2023-02-25 12:00:00,2023-02-25 07:18:15,2023-02-25 18:17:37,1002,59,5.45,4.21,216,4.22,96,0.1,,2.81,,13.97,9.75,14.77,10.46,11.82,9.75,12.96,9.49,10.86,8.36,804.0,Clouds,overcast clouds,Bormes-les-Mimosas
2023-02-26 12:00:00,2023-02-26 07:16:39,2023-02-26 18:18:54,999,60,4.7,14.35,77,19.5,100,0.92,5.96,1.24,,12.67,6.32,12.67,6.32,9.16,9.28,11.56,0.46,6.19,7.61,501.0,Rain,moderate rain,Bormes-les-Mimosas
2023-02-27 12:00:00,2023-02-27 07:15:02,2023-02-27 18:20:11,1013,69,1.3,14.41,79,18.51,100,0.95,9.05,2.0,,6.85,5.38,8.0,5.38,7.02,6.01,1.26,0.71,1.77,0.41,501.0,Rain,moderate rain,Bormes-les-Mimosas
2023-02-28 12:00:00,2023-02-28 07:13:25,2023-02-28 18:21:27,1010,86,4.65,11.6,69,17.04,100,1.0,32.11,2.0,,6.96,4.19,7.1,5.39,6.12,6.42,2.08,1.82,1.71,1.21,502.0,Rain,heavy intensity rain,Bormes-les-Mimosas
2023-02-22 12:00:00,2023-02-22 07:26:14,2023-02-22 18:16:53,1017,66,7.26,3.64,158,3.75,82,0.03,,2.8,,14.17,11.04,14.38,12.18,13.02,11.42,13.37,11.52,12.41,10.5,803.0,Clouds,broken clouds,Cassis
2023-02-23 12:00:00,2023-02-23 07:24:41,2023-02-23 18:18:11,1014,63,6.97,7.37,127,11.77,60,0.01,,2.47,,14.52,10.67,14.99,12.24,13.65,10.83,13.67,11.45,12.79,10.03,803.0,Clouds,broken clouds,Cassis
2023-02-24 12:00:00,2023-02-24 07:23:07,2023-02-24 18:19:29,1009,67,8.54,8.95,122,12.63,75,0.52,0.47,2.0,,15.14,11.72,15.17,12.93,13.56,12.05,14.46,12.45,13.11,11.4,500.0,Rain,light rain,Cassis
2023-02-25 12:00:00,2023-02-25 07:21:32,2023-02-25 18:20:46,1002,61,5.34,4.34,296,4.44,86,0.0,,2.77,,13.36,10.82,14.46,11.88,13.06,10.88,12.34,10.87,12.09,10.16,804.0,Clouds,overcast clouds,Cassis
2023-02-26 12:00:00,2023-02-26 07:19:56,2023-02-26 18:22:03,1001,58,0.79,11.54,114,15.05,100,0.94,2.02,1.43,,9.24,7.88,11.69,7.88,11.06,9.38,5.66,3.3,9.4,6.7,500.0,Rain,light rain,Cassis
2023-02-27 12:00:00,2023-02-27 07:18:19,2023-02-27 18:23:19,1013,58,-0.12,12.5,88,17.36,100,1.0,7.33,2.0,,8.12,4.66,8.15,4.66,6.89,6.44,4.13,3.72,4.61,1.45,501.0,Rain,moderate rain,Cassis
2023-02-28 12:00:00,2023-02-28 07:16:41,2023-02-28 18:24:35,1011,98,2.57,4.74,355,6.24,100,1.0,49.31,2.0,,3.28,3.28,5.15,5.15,4.71,3.59,-0.68,2.28,1.19,0.01,503.0,Rain,very heavy rain,Cassis
2023-02-22 12:00:00,2023-02-22 07:27:01,2023-02-22 18:17:27,1018,68,7.5,3.33,154,3.87,76,0.05,,2.84,,13.9,11.53,14.16,12.57,13.15,11.68,13.12,11.92,12.56,10.84,803.0,Clouds,broken clouds,Marseilla
2023-02-23 12:00:00,2023-02-23 07:25:28,2023-02-23 18:18:46,1014,66,7.32,8.1,134,12.08,59,0.03,,2.38,,14.23,11.19,14.71,12.82,13.91,11.35,13.43,12.01,13.13,10.58,803.0,Clouds,broken clouds,Marseilla
2023-02-24 12:00:00,2023-02-24 07:23:53,2023-02-24 18:20:03,1009,68,8.72,9.57,129,13.21,65,0.67,0.73,1.85,,15.08,12.29,15.18,12.76,13.74,12.5,14.42,12.23,13.31,11.82,500.0,Rain,light rain,Marseilla
2023-02-25 12:00:00,2023-02-25 07:22:18,2023-02-25 18:21:21,1001,60,5.6,5.23,296,5.28,83,0.01,,2.73,,13.77,11.02,14.17,11.63,12.34,11.12,12.77,10.55,11.27,10.38,803.0,Clouds,broken clouds,Marseilla
2023-02-26 12:00:00,2023-02-26 07:20:42,2023-02-26 18:22:38,1001,54,0.3,10.68,310,12.9,81,0.82,1.73,2.06,,9.67,7.56,11.32,8.81,10.1,7.83,6.04,4.86,8.31,4.16,500.0,Rain,light rain,Marseilla
2023-02-27 12:00:00,2023-02-27 07:19:05,2023-02-27 18:23:55,1014,68,0.49,8.3,83,13.47,100,1.0,14.15,3.0,,6.74,4.95,8.06,4.95,5.87,6.64,4.61,2.97,4.34,2.22,500.0,Rain,light rain,Marseilla
2023-02-28 12:00:00,2023-02-28 07:17:26,2023-02-28 18:25:11,1012,98,2.89,5.3,354,7.23,100,1.0,37.38,3.0,,3.63,3.6,5.53,5.53,4.9,3.67,-0.52,3.2,1.29,-0.07,501.0,Rain,moderate rain,Marseilla
2023-02-22 12:00:00,2023-02-22 07:27:01,2023-02-22 18:16:50,1017,55,4.63,2.21,241,2.2,80,0.03,,2.73,,13.92,8.38,14.98,10.71,12.1,8.89,12.8,9.93,11.43,8.05,803.0,Clouds,broken clouds,Aix-en-Provence
2023-02-23 12:00:00,2023-02-23 07:25:27,2023-02-23 18:18:09,1014,55,5.28,4.85,133,10.62,74,0.17,,1.9,,14.46,7.97,16.0,10.7,13.37,8.21,13.4,9.73,12.25,6.91,803.0,Clouds,broken clouds,Aix-en-Provence
2023-02-24 12:00:00,2023-02-24 07:23:52,2023-02-24 18:19:28,1009,58,6.6,6.47,137,11.7,68,0.64,0.99,1.4,,15.08,9.75,15.78,10.82,13.33,9.91,14.16,10.18,12.6,7.53,500.0,Rain,light rain,Aix-en-Provence
2023-02-25 12:00:00,2023-02-25 07:22:16,2023-02-25 18:20:46,1002,58,4.71,3.36,284,3.34,77,0.05,,2.66,,13.21,8.64,14.99,10.48,12.44,9.08,12.1,9.36,11.28,9.08,803.0,Clouds,broken clouds,Aix-en-Provence
2023-02-26 12:00:00,2023-02-26 07:20:39,2023-02-26 18:22:04,1000,52,-0.24,5.43,143,12.15,50,0.99,2.41,2.65,,9.4,6.01,11.66,6.01,9.77,7.31,7.85,2.91,8.28,6.12,500.0,Rain,light rain,Aix-en-Provence
2023-02-27 12:00:00,2023-02-27 07:19:01,2023-02-27 18:23:21,1014,58,-2.1,4.24,71,11.68,100,1.0,6.4,3.0,,6.39,3.59,6.39,3.59,4.2,4.39,6.39,2.01,2.5,1.12,501.0,Rain,moderate rain,Aix-en-Provence
2023-02-28 12:00:00,2023-02-28 07:17:22,2023-02-28 18:24:38,1012,100,0.99,2.07,5,4.46,100,1.0,15.95,3.0,13.85,1.42,1.42,3.28,2.28,1.88,1.8,-0.88,0.27,0.24,0.48,616.0,Snow,rain and snow,Aix-en-Provence
2023-02-22 12:00:00,2023-02-22 07:30:09,2023-02-22 18:18:51,1018,59,6.27,1.88,224,2.49,73,0.15,,2.58,,14.46,8.13,16.05,10.79,14.09,8.6,13.5,10.2,13.57,8.6,803.0,Clouds,broken clouds,Avignon
2023-02-23 12:00:00,2023-02-23 07:28:33,2023-02-23 18:20:11,1014,65,6.54,3.55,184,6.16,98,0.14,,1.42,,13.33,8.15,15.04,10.74,13.23,8.32,12.42,9.8,12.31,8.32,804.0,Clouds,overcast clouds,Avignon
2023-02-24 12:00:00,2023-02-24 07:26:57,2023-02-24 18:21:31,1008,61,7.41,8.11,161,12.31,83,0.98,4.52,1.3,,15.07,8.91,15.35,10.78,12.69,9.02,14.23,10.13,12.23,7.81,500.0,Rain,light rain,Avignon
2023-02-25 12:00:00,2023-02-25 07:25:19,2023-02-25 18:22:50,1003,60,3.79,10.69,352,15.22,72,0.22,,2.64,,11.5,7.48,11.5,7.48,8.76,8.58,10.27,2.78,4.43,5.02,803.0,Clouds,broken clouds,Avignon
2023-02-26 12:00:00,2023-02-26 07:23:41,2023-02-26 18:24:10,1003,44,-3.26,13.44,346,16.96,25,0.6,0.61,2.66,,8.38,2.87,9.59,2.87,6.98,3.43,3.37,-3.21,1.79,-2.79,500.0,Rain,light rain,Avignon
2023-02-27 12:00:00,2023-02-27 07:22:02,2023-02-27 18:25:29,1016,90,0.82,8.83,359,13.31,100,0.98,1.83,3.0,8.88,2.56,0.01,4.94,3.11,3.34,0.01,-2.18,-0.06,-0.51,-5.88,616.0,Snow,rain and snow,Avignon
2023-02-28 12:00:00,2023-02-28 07:20:21,2023-02-28 18:26:47,1013,100,0.61,5.67,352,9.92,100,1.0,4.77,3.0,15.68,0.86,0.55,2.5,0.55,1.9,0.62,-4.12,-1.32,-1.98,-4.42,616.0,Snow,rain and snow,Avignon
2023-02-22 12:00:00,2023-02-22 07:31:46,2023-02-22 18:20:19,1017,65,7.31,2.54,214,3.18,76,0.21,,2.2,,13.77,7.18,15.28,9.5,12.89,7.48,12.9,9.5,12.4,7.48,803.0,Clouds,broken clouds,Uzès
2023-02-23 12:00:00,2023-02-23 07:30:11,2023-02-23 18:21:39,1014,71,6.95,4.41,160,6.64,99,0.08,,0.42,,11.97,7.11,13.67,9.24,11.88,7.23,11.08,9.24,10.95,7.23,804.0,Clouds,overcast clouds,Uzès
2023-02-24 12:00:00,2023-02-24 07:28:34,2023-02-24 18:22:59,1008,75,8.3,8.43,161,12.15,96,0.97,4.78,0.31,,12.65,7.31,13.57,7.91,11.06,7.69,11.93,7.91,10.55,6.03,500.0,Rain,light rain,Uzès
2023-02-25 12:00:00,2023-02-25 07:26:56,2023-02-25 18:24:19,1004,53,2.32,10.33,16,15.29,76,0.16,,2.5,,11.72,5.81,12.24,6.82,9.11,6.92,10.33,2.51,5.19,3.2,803.0,Clouds,broken clouds,Uzès
2023-02-26 12:00:00,2023-02-26 07:25:18,2023-02-26 18:25:38,1004,39,-5.34,11.74,5,17.47,41,0.45,,2.75,0.37,7.73,2.5,8.76,2.5,6.13,3.71,2.98,-3.6,0.84,-1.16,600.0,Snow,light snow,Uzès
2023-02-27 12:00:00,2023-02-27 07:23:38,2023-02-27 18:26:57,1016,87,0.27,9.51,15,15.08,100,1.0,0.29,3.0,7.46,2.3,-0.21,4.38,2.08,2.45,0.09,-2.61,-0.88,-1.25,-4.96,616.0,Snow,rain and snow,Uzès
2023-02-28 12:00:00,2023-02-28 07:21:58,2023-02-28 18:28:16,1014,100,0.87,4.61,357,10.58,100,1.0,1.39,3.0,24.92,0.95,0.66,1.68,0.76,1.12,0.66,-3.32,-2.35,-2.36,-3.46,616.0,Snow,rain and snow,Uzès
2023-02-22 12:00:00,2023-02-22 07:31:46,2023-02-22 18:20:47,1018,65,7.6,3.21,210,4.07,78,0.15,,2.63,,14.19,8.04,15.86,10.21,12.6,8.21,13.36,9.61,12.11,7.6,803.0,Clouds,broken clouds,Nîmes
2023-02-23 12:00:00,2023-02-23 07:30:11,2023-02-23 18:22:07,1014,71,7.62,4.81,157,8.53,100,0.07,,0.59,,12.85,8.19,13.87,10.04,12.38,8.19,12.04,9.08,11.58,7.53,804.0,Clouds,overcast clouds,Nîmes
2023-02-24 12:00:00,2023-02-24 07:28:35,2023-02-24 18:23:26,1008,76,8.91,8.86,161,12.54,95,0.9,4.14,0.7,,13.09,8.23,14.17,8.23,11.78,8.74,12.44,8.23,11.23,6.78,500.0,Rain,light rain,Nîmes
2023-02-25 12:00:00,2023-02-25 07:26:58,2023-02-25 18:24:45,1004,51,2.52,9.11,11,14.13,81,0.1,,2.67,,12.46,6.35,13.24,8.04,10.13,6.92,11.09,4.41,8.61,3.57,803.0,Clouds,broken clouds,Nîmes
2023-02-26 12:00:00,2023-02-26 07:25:20,2023-02-26 18:26:04,1004,35,-5.79,10.85,2,16.27,56,0.38,,2.69,0.15,8.91,3.41,10.21,3.41,7.1,4.93,4.87,-2.25,2.32,0.8,600.0,Snow,light snow,Nîmes
2023-02-27 12:00:00,2023-02-27 07:23:41,2023-02-27 18:27:23,1016,89,0.97,8.93,12,14.27,100,0.99,1.12,3.0,8.47,2.62,0.41,4.52,2.37,2.98,0.88,-1.6,-0.94,-0.56,-3.87,616.0,Snow,rain and snow,Nîmes
2023-02-28 12:00:00,2023-02-28 07:22:01,2023-02-28 18:28:41,1014,99,1.54,4.69,350,10.06,100,1.0,5.27,3.0,20.23,1.78,1.09,2.42,2.11,2.09,1.09,-2.39,-1.16,-1.27,-2.44,616.0,Snow,rain and snow,Nîmes
2023-02-22 12:00:00,2023-02-22 07:32:05,2023-02-22 18:21:49,1018,72,8.49,3.04,169,3.19,74,0.28,0.13,2.63,,13.52,9.48,14.07,11.71,12.87,9.48,12.81,11.16,12.46,8.01,500.0,Rain,light rain,Aigues-Mortes
2023-02-23 12:00:00,2023-02-23 07:30:31,2023-02-23 18:23:08,1014,81,9.52,8.1,117,13.0,100,0.12,,0.59,,12.85,10.14,13.16,12.17,12.55,10.14,12.31,11.53,12.03,9.56,804.0,Clouds,overcast clouds,Aigues-Mortes
2023-02-24 12:00:00,2023-02-24 07:28:56,2023-02-24 18:24:27,1008,85,10.45,10.59,137,15.43,79,0.88,5.37,0.7,,13.06,9.6,13.06,9.6,11.64,11.7,12.64,8.33,10.95,11.12,500.0,Rain,light rain,Aigues-Mortes
2023-02-25 12:00:00,2023-02-25 07:27:19,2023-02-25 18:25:45,1004,54,3.22,8.66,13,13.07,77,0.01,,2.67,,12.31,7.23,13.84,9.58,11.18,7.23,11.01,6.48,9.84,4.21,803.0,Clouds,broken clouds,Aigues-Mortes
2023-02-26 12:00:00,2023-02-26 07:25:42,2023-02-26 18:27:03,1004,39,-3.68,10.48,9,14.34,80,0.18,,2.69,,9.79,5.21,11.23,5.21,8.52,6.86,6.95,0.08,4.14,3.61,803.0,Clouds,broken clouds,Aigues-Mortes
2023-02-27 12:00:00,2023-02-27 07:24:04,2023-02-27 18:28:21,1016,97,2.02,9.46,3,12.99,100,0.97,2.74,3.0,9.57,2.5,1.47,3.95,3.2,3.65,2.31,-1.78,-1.17,-0.25,-2.29,616.0,Snow,rain and snow,Aigues-Mortes
2023-02-28 12:00:00,2023-02-28 07:22:25,2023-02-28 18:29:38,1014,97,2.69,6.24,354,10.45,100,1.0,17.49,3.0,7.78,3.29,1.93,3.99,3.99,3.59,1.93,-1.05,0.5,-0.53,-2.03,616.0,Snow,rain and snow,Aigues-Mortes
2023-02-22 12:00:00,2023-02-22 07:30:59,2023-02-22 18:21:01,1018,74,9.03,3.51,164,3.71,68,0.07,,2.74,,13.57,10.45,13.86,11.95,12.57,10.53,12.91,11.39,12.05,10.01,803.0,Clouds,broken clouds,Saintes-Maries-de-la-Mer
2023-02-23 12:00:00,2023-02-23 07:29:25,2023-02-23 18:22:20,1014,81,9.62,9.22,119,13.95,100,0.02,,1.99,,12.8,10.89,13.09,12.56,12.72,10.89,12.25,11.91,12.19,10.33,804.0,Clouds,overcast clouds,Saintes-Maries-de-la-Mer
2023-02-24 12:00:00,2023-02-24 07:27:51,2023-02-24 18:23:38,1008,81,10.28,11.91,133,16.17,77,0.79,2.6,2.57,,13.46,10.37,13.49,10.37,11.44,12.58,12.98,9.63,10.7,11.98,500.0,Rain,light rain,Saintes-Maries-de-la-Mer
2023-02-25 12:00:00,2023-02-25 07:26:15,2023-02-25 18:24:56,1003,57,3.91,11.46,4,14.99,78,0.02,,2.57,,12.32,8.04,12.95,9.56,10.66,8.83,11.1,5.75,9.32,5.31,803.0,Clouds,broken clouds,Saintes-Maries-de-la-Mer
2023-02-26 12:00:00,2023-02-26 07:24:38,2023-02-26 18:26:14,1004,41,-3.43,14.25,355,17.04,72,0.32,,2.45,,9.37,4.2,10.58,4.2,8.42,7.05,5.26,-1.86,3.29,2.68,803.0,Clouds,broken clouds,Saintes-Maries-de-la-Mer
2023-02-27 12:00:00,2023-02-27 07:23:00,2023-02-27 18:27:31,1016,98,2.62,11.03,359,14.21,100,1.0,3.3,3.0,20.36,2.82,1.53,4.08,3.51,3.87,1.62,-1.96,-1.71,-1.01,-4.6,616.0,Snow,rain and snow,Saintes-Maries-de-la-Mer
2023-02-28 12:00:00,2023-02-28 07:21:21,2023-02-28 18:28:48,1013,98,2.64,8.4,356,12.07,100,1.0,14.29,3.0,,2.93,2.08,4.08,4.08,3.55,2.08,-2.65,-0.45,-1.68,-2.89,502.0,Rain,heavy intensity rain,Saintes-Maries-de-la-Mer
2023-02-22 13:00:00,2023-02-22 07:35:10,2023-02-22 18:27:37,1017,66,8.07,3.29,283,4.89,30,0.35,0.36,2.8,,15.2,10.19,15.2,12.62,13.31,10.19,14.5,12.08,12.99,9.59,500.0,Rain,light rain,Collioure
2023-02-23 13:00:00,2023-02-23 07:33:39,2023-02-23 18:28:52,1011,67,8.59,6.33,141,7.69,75,0.39,,1.57,,15.49,10.61,15.57,11.43,11.77,10.83,14.84,11.08,11.3,10.29,803.0,Clouds,broken clouds,Collioure
2023-02-24 13:00:00,2023-02-24 07:32:06,2023-02-24 18:30:08,1009,61,3.56,6.16,326,10.6,71,0.65,0.71,1.44,,11.35,8.96,12.39,8.96,10.24,10.87,10.13,6.72,8.94,10.47,500.0,Rain,light rain,Collioure
