dt,sunrise,sunset,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,rain,uvi,snow,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,weather_id,weather_main,weather_description,city_name
2023-02-25 13:00:00,2023-02-25 07:30:33,2023-02-25 18:31:23,1004,46,1.03,6.75,308,11.1,91,0.0,,1.53,,13.03,7.18,13.36,10.19,10.98,7.18,11.59,8.94,9.73,4.42,804.0,Clouds,overcast clouds,Collioure
2023-02-26 13:00:00,2023-02-26 07:28:59,2023-02-26 18:32:38,1005,59,2.01,12.22,331,16.34,100,0.31,0.13,1.96,,10.14,7.13,10.14,7.13,7.72,8.1,8.75,1.92,3.19,4.96,500.0,Rain,light rain,Collioure
2023-02-27 13:00:00,2023-02-27 07:27:25,2023-02-27 18:33:52,1016,42,-6.43,11.53,334,17.68,50,0.71,,2.0,0.96,6.37,2.82,6.93,4.02,4.78,2.82,1.19,-1.85,-0.73,-3.55,601.0,Snow,snow,Collioure
2023-02-28 13:00:00,2023-02-28 07:25:49,2023-02-28 18:35:06,1014,48,-3.33,9.81,322,13.88,100,0.85,0.23,2.0,2.37,7.51,2.69,8.89,4.76,6.55,3.16,3.8,1.37,2.98,-2.79,616.0,Snow,rain and snow,Collioure
2023-02-22 13:00:00,2023-02-22 07:38:59,2023-02-22 18:29:40,1017,70,8.32,3.95,298,4.9,90,0.57,0.13,1.71,,14.63,8.88,15.15,11.23,12.51,8.91,13.98,10.68,11.98,7.8,500.0,Rain,light rain,Carcassonne
2023-02-23 13:00:00,2023-02-23 07:37:26,2023-02-23 18:30:57,1012,87,6.4,7.38,107,13.82,96,0.48,0.5,0.37,,9.3,8.15,10.87,10.8,8.85,9.12,7.62,10.31,7.09,7.73,500.0,Rain,light rain,Carcassonne
2023-02-24 13:00:00,2023-02-24 07:35:52,2023-02-24 18:32:15,1010,78,3.2,8.67,107,14.64,100,0.78,1.65,0.81,,7.58,4.83,11.36,4.83,6.74,5.5,4.77,2.99,4.54,2.19,500.0,Rain,light rain,Carcassonne
2023-02-25 13:00:00,2023-02-25 07:34:17,2023-02-25 18:33:32,1006,59,1.7,6.02,304,10.52,83,0.03,,1.91,,10.27,3.02,11.07,7.66,8.65,3.04,8.89,4.54,5.97,0.05,803.0,Clouds,broken clouds,Carcassonne
2023-02-26 13:00:00,2023-02-26 07:32:40,2023-02-26 18:34:49,1008,52,-1.63,8.73,299,13.93,93,0.13,,2.27,,8.34,3.11,9.08,3.11,4.81,4.52,4.33,-1.41,0.13,0.22,804.0,Clouds,overcast clouds,Carcassonne
2023-02-27 13:00:00,2023-02-27 07:31:03,2023-02-27 18:36:06,1018,46,-7.68,7.45,299,11.45,49,0.21,,3.0,,3.57,-1.45,4.58,1.88,2.63,-1.45,-1.49,-2.19,-1.37,-7.32,802.0,Clouds,scattered clouds,Carcassonne
2023-02-28 13:00:00,2023-02-28 07:29:26,2023-02-28 18:37:22,1016,48,-5.0,6.19,302,9.92,99,0.32,,3.0,,5.71,-0.72,6.76,1.13,2.94,-0.72,1.72,-1.33,-0.15,-5.39,804.0,Clouds,overcast clouds,Carcassonne
2023-02-22 13:00:00,2023-02-22 07:42:24,2023-02-22 18:33:47,1018,85,5.68,1.32,189,2.8,95,1.0,5.2,1.42,,6.42,4.0,6.66,4.04,6.07,4.12,6.42,4.04,6.07,4.12,501.0,Rain,moderate rain,Ariège
2023-02-23 13:00:00,2023-02-23 07:40:52,2023-02-23 18:35:04,1012,93,2.06,1.76,285,4.59,87,0.86,0.45,0.5,2.15,1.41,0.64,3.72,0.64,0.88,1.28,1.41,0.64,0.88,-0.04,616.0,Snow,rain and snow,Ariège
2023-02-24 13:00:00,2023-02-24 07:39:18,2023-02-24 18:36:21,1010,78,0.09,1.72,15,3.81,88,1.0,0.85,0.92,3.25,2.15,-1.48,3.32,-1.16,-0.27,-1.48,2.15,-1.16,-0.27,-1.48,616.0,Snow,rain and snow,Ariège
2023-02-25 13:00:00,2023-02-25 07:37:44,2023-02-25 18:37:37,1006,63,-1.6,2.47,338,3.4,88,0.29,0.38,1.37,,3.5,-3.21,3.5,0.15,0.48,-3.21,1.63,-1.49,-1.01,-3.21,500.0,Rain,light rain,Ariège
2023-02-26 13:00:00,2023-02-26 07:36:09,2023-02-26 18:38:53,1010,87,-1.36,2.97,289,6.46,100,0.44,,0.72,1.61,-1.08,-3.8,-0.28,-3.8,-3.37,-1.64,-4.66,-7.48,-6.74,-3.88,600.0,Snow,light snow,Ariège
2023-02-27 13:00:00,2023-02-27 07:34:33,2023-02-27 18:40:09,1018,52,-9.96,4.16,314,6.09,75,0.4,,1.0,0.7,-2.58,-8.34,-2.58,-6.7,-6.54,-8.34,-7.57,-6.7,-9.62,-12.04,600.0,Snow,light snow,Ariège
2023-02-28 13:00:00,2023-02-28 07:32:56,2023-02-28 18:41:24,1016,45,-10.16,2.42,345,2.63,34,0.11,,1.0,,-0.73,-9.14,-0.29,-7.12,-5.85,-9.14,-3.59,-10.41,-5.85,-9.14,802.0,Clouds,scattered clouds,Ariège
2023-02-22 13:00:00,2023-02-22 07:43:07,2023-02-22 18:32:46,1018,85,9.53,2.82,295,4.98,99,0.94,1.15,1.55,,12.19,8.97,13.75,10.19,11.9,9.06,11.68,9.67,11.42,8.11,500.0,Rain,light rain,Toulouse
2023-02-23 13:00:00,2023-02-23 07:41:33,2023-02-23 18:34:05,1013,86,4.34,6.71,285,9.14,100,0.66,0.98,0.52,,6.64,6.53,9.94,6.6,6.58,9.01,3.88,5.03,5.4,9.01,500.0,Rain,light rain,Toulouse
2023-02-24 13:00:00,2023-02-24 07:39:57,2023-02-24 18:35:24,1010,74,3.5,5.55,257,9.2,100,1.0,3.0,2.36,,8.0,4.02,8.25,5.37,6.63,4.02,6.12,4.5,5.17,0.47,500.0,Rain,light rain,Toulouse
2023-02-25 13:00:00,2023-02-25 07:38:21,2023-02-25 18:36:42,1007,65,3.24,4.25,315,7.26,86,0.08,,1.58,,9.6,2.84,10.3,6.64,8.28,2.84,7.85,4.12,6.0,2.84,804.0,Clouds,overcast clouds,Toulouse
2023-02-26 13:00:00,2023-02-26 07:36:43,2023-02-26 18:38:00,1010,54,-1.8,5.74,293,10.69,72,0.1,,2.69,,7.02,2.01,8.23,2.62,5.19,2.76,3.56,-0.32,1.44,-0.64,803.0,Clouds,broken clouds,Toulouse
2023-02-27 13:00:00,2023-02-27 07:35:05,2023-02-27 18:39:18,1019,48,-7.21,5.02,310,8.13,66,0.03,,3.0,,2.72,-1.8,3.93,-0.12,1.11,-1.8,-1.53,-3.34,-2.67,-6.62,803.0,Clouds,broken clouds,Toulouse
2023-02-28 13:00:00,2023-02-28 07:33:26,2023-02-28 18:40:36,1017,52,-4.18,3.62,304,6.15,75,0.02,,3.0,,4.97,-1.94,6.13,1.13,2.73,-1.94,2.05,1.13,0.47,-5.42,803.0,Clouds,broken clouds,Toulouse
2023-02-22 13:00:00,2023-02-22 07:44:01,2023-02-22 18:32:34,1018,88,9.92,2.41,266,4.16,94,0.97,2.25,1.19,,11.91,8.3,13.23,10.8,12.28,8.83,11.45,10.29,11.81,8.45,500.0,Rain,light rain,Montauban
2023-02-23 13:00:00,2023-02-23 07:42:26,2023-02-23 18:33:55,1013,89,5.07,5.87,288,9.01,100,0.79,1.77,0.38,,6.75,6.59,10.22,7.15,6.96,8.61,3.78,5.9,6.96,8.61,500.0,Rain,light rain,Montauban
2023-02-24 13:00:00,2023-02-24 07:40:49,2023-02-24 18:35:15,1010,83,4.73,5.87,250,8.96,100,1.0,7.24,1.54,,7.58,4.4,8.31,5.08,6.84,4.46,5.86,3.38,5.2,0.82,501.0,Rain,moderate rain,Montauban
2023-02-25 13:00:00,2023-02-25 07:39:11,2023-02-25 18:36:35,1007,70,4.57,3.72,335,7.91,96,0.0,,1.54,,9.79,2.58,10.38,6.76,7.65,2.58,8.33,4.8,5.26,0.84,804.0,Clouds,overcast clouds,Montauban
2023-02-26 13:00:00,2023-02-26 07:37:33,2023-02-26 18:37:54,1009,53,-1.65,7.04,17,12.15,64,0.0,,2.68,,7.48,1.07,9.39,2.58,5.49,1.07,5.3,-1.76,1.13,-1.87,803.0,Clouds,broken clouds,Montauban
2023-02-27 13:00:00,2023-02-27 07:35:53,2023-02-27 18:39:13,1019,48,-6.74,4.9,349,8.81,40,0.18,,3.0,,3.18,-1.3,4.28,-0.34,1.44,-1.3,-0.57,-0.34,-1.75,-5.92,802.0,Clouds,scattered clouds,Montauban
2023-02-28 13:00:00,2023-02-28 07:34:13,2023-02-28 18:40:32,1017,64,-2.64,3.18,268,3.61,100,0.08,,3.0,,3.63,-0.54,5.77,2.15,3.54,-0.02,1.03,2.15,3.54,-2.93,804.0,Clouds,overcast clouds,Montauban
2023-02-22 13:00:00,2023-02-22 07:54:55,2023-02-22 18:44:57,1019,86,10.31,5.11,341,8.1,98,0.89,4.88,1.56,,12.57,10.64,12.95,10.93,12.13,11.42,12.13,10.51,11.67,10.97,501.0,Rain,moderate rain,Biarritz
2023-02-23 13:00:00,2023-02-23 07:53:21,2023-02-23 18:46:15,1013,84,5.07,5.63,17,7.71,100,1.0,40.89,1.46,,7.65,6.1,10.22,6.1,6.61,7.91,7.65,4.27,3.97,5.96,501.0,Rain,moderate rain,Biarritz
2023-02-24 13:00:00,2023-02-24 07:51:46,2023-02-24 18:47:34,1009,57,1.58,8.8,272,11.96,79,1.0,11.04,2.42,,9.82,5.4,10.67,5.4,7.36,6.48,8.06,3.1,5.31,2.37,501.0,Rain,moderate rain,Biarritz
2023-02-25 13:00:00,2023-02-25 07:50:10,2023-02-25 18:48:52,1008,62,2.76,4.53,61,7.21,91,0.39,0.44,2.18,,9.7,3.93,10.6,7.53,8.87,4.56,8.13,5.13,6.71,2.11,500.0,Rain,light rain,Biarritz
2023-02-26 13:00:00,2023-02-26 07:48:33,2023-02-26 18:50:09,1013,62,-0.71,5.31,34,8.07,88,0.27,,2.38,,5.97,3.67,7.68,3.93,7.26,4.04,3.19,0.05,4.23,1.68,804.0,Clouds,overcast clouds,Biarritz
2023-02-27 13:00:00,2023-02-27 07:46:55,2023-02-27 18:51:27,1022,51,-5.26,4.59,48,7.42,5,0.46,,3.0,0.16,3.97,-0.53,4.86,3.16,4.38,-0.53,1.17,0.35,1.13,-4.07,600.0,Snow,light snow,Biarritz
2023-02-28 13:00:00,2023-02-28 07:45:17,2023-02-28 18:52:44,1017,67,-1.27,2.19,331,2.33,89,0.44,0.1,3.0,0.72,4.36,0.57,4.85,2.43,3.1,0.57,2.68,2.43,3.1,-0.99,616.0,Snow,rain and snow,Biarritz
2023-02-22 13:00:00,2023-02-22 07:54:38,2023-02-22 18:44:36,1019,86,10.56,4.94,272,8.16,98,0.87,4.36,1.71,,12.94,10.68,13.46,11.26,12.46,11.54,12.54,10.9,12.03,11.13,501.0,Rain,moderate rain,Bayonne
2023-02-23 13:00:00,2023-02-23 07:53:04,2023-02-23 18:45:54,1013,83,5.41,5.34,14,8.26,100,1.0,37.35,1.75,,8.29,6.11,10.53,6.11,6.99,8.28,8.29,4.14,4.69,6.43,501.0,Rain,moderate rain,Bayonne
2023-02-24 13:00:00,2023-02-24 07:51:29,2023-02-24 18:47:13,1009,55,1.59,7.63,270,11.37,83,1.0,10.72,2.44,,10.52,5.24,11.38,5.24,7.25,6.69,9.06,3.21,5.2,2.83,501.0,Rain,moderate rain,Bayonne
2023-02-25 13:00:00,2023-02-25 07:49:53,2023-02-25 18:48:31,1008,61,2.96,3.88,63,7.65,91,0.31,0.53,2.22,,10.26,3.57,11.21,8.03,9.1,4.45,8.93,5.64,7.22,2.01,500.0,Rain,light rain,Bayonne
2023-02-26 13:00:00,2023-02-26 07:48:16,2023-02-26 18:49:49,1013,59,-0.85,4.62,332,7.53,87,0.23,,2.6,,6.63,3.77,8.31,4.18,7.5,3.77,4.17,0.78,4.9,1.89,804.0,Clouds,overcast clouds,Bayonne
2023-02-27 13:00:00,2023-02-27 07:46:38,2023-02-27 18:51:06,1021,49,-5.39,4.2,324,6.91,4,0.43,,3.0,,4.68,-0.9,5.45,2.79,4.49,-0.9,2.05,0.49,1.54,-3.87,800.0,Clear,clear sky,Bayonne
2023-02-28 13:00:00,2023-02-28 07:44:59,2023-02-28 18:52:23,1017,64,-1.44,2.3,317,2.59,82,0.38,,3.0,,4.97,0.31,5.34,2.24,3.14,0.31,3.05,2.24,3.14,0.31,803.0,Clouds,broken clouds,Bayonne
2023-02-22 13:00:00,2023-02-22 07:57:02,2023-02-22 18:39:37,1016,94,9.3,6.53,349,9.26,94,0.95,3.03,1.11,,10.22,8.58,10.71,8.58,10.06,10.0,9.75,5.26,9.55,8.29,500.0,Rain,light rain,La Rochelle
2023-02-23 13:00:00,2023-02-23 07:55:19,2023-02-23 18:41:05,1014,89,3.88,8.72,350,10.69,100,0.95,3.99,1.25,,5.53,5.33,7.67,7.1,6.59,5.67,1.79,6.06,3.41,1.95,500.0,Rain,light rain,La Rochelle
2023-02-24 13:00:00,2023-02-24 07:53:35,2023-02-24 18:42:32,1007,93,7.48,9.82,50,15.87,100,0.89,7.96,0.8,,8.53,7.3,9.14,7.35,7.58,8.69,6.3,3.6,4.46,4.57,501.0,Rain,moderate rain,La Rochelle
2023-02-25 13:00:00,2023-02-25 07:51:50,2023-02-25 18:43:59,1011,68,1.96,9.13,59,13.54,97,0.31,0.74,2.08,,7.46,4.57,8.57,4.57,6.69,6.29,3.06,-0.25,2.9,1.68,500.0,Rain,light rain,La Rochelle
2023-02-26 13:00:00,2023-02-26 07:50:05,2023-02-26 18:45:25,1017,48,-4.64,11.85,45,15.83,5,0.0,,2.33,,5.56,2.24,6.35,2.71,4.35,2.49,-0.12,-3.41,-1.48,-3.6,800.0,Clear,clear sky,La Rochelle
2023-02-27 13:00:00,2023-02-27 07:48:18,2023-02-27 18:46:51,1024,45,-6.1,9.92,37,15.48,0,0.0,,3.0,,4.85,-0.05,6.17,2.14,4.15,-0.05,-0.59,-3.54,-1.02,-6.69,800.0,Clear,clear sky,La Rochelle
2023-02-28 13:00:00,2023-02-28 07:46:31,2023-02-28 18:48:17,1019,52,-4.47,7.99,33,13.48,98,0.0,,3.0,,4.58,-0.35,6.14,3.17,4.52,-0.35,0.48,-0.45,0.73,-6.33,804.0,Clouds,overcast clouds,La Rochelle
